series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_width,pixel_half_height,support_pixels,marker_shape,evidence_status,segment_break,status,candidate_id,guide_residual_px
uct-test-a11,0.6887935935688878,0.723049822235807,0.001434130905212605,0.005932176123292776,364,134.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000204,1.4490943652342594
uct-test-a11,0.6916618553793128,0.7206769517864899,0.001434130905212605,0.005932176123292665,365,135.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000205,0.804275100977776
uct-test-a11,0.6945301171897378,0.7183040813371728,0.001434130905212605,0.005932176123292665,366,136.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000206,0.07376815873766418
uct-test-a11,0.6973983790001628,0.7135583404385386,0.001434130905212605,0.007118611347951331,367,138.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000207,0.25545082665470886
uct-test-a11,0.7002666408105878,0.7088125995399044,0.001434130905212605,0.009491481797268442,368,140.0,,4.0,9,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000208,0.3472003928696381
uct-test-a11,0.7031349026210127,0.7040668586412703,0.001434130905212605,0.00949148179726833,369,142.0,,4.0,9,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000209,0.3468941455232937
uct-test-a11,0.7060031644314377,0.6993211177426361,0.001434130905212605,0.00949148179726833,370,144.0,,4.0,9,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000210,0.25240937275646047
uct-test-a11,0.7088714262418627,0.694575376844002,0.001434130905212605,0.008305046572609887,371,146.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000211,0.06162336270986657
uct-test-a11,0.7117396880522877,0.6898296359453677,0.001434130905212605,0.009491481797268442,372,148.0,,4.0,9,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000212,0.22758659647564627
uct-test-a11,0.7146079498627127,0.6827110245974164,0.001434130905212605,0.008305046572609776,373,151.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000213,0.38265678334067843
uct-test-a11,0.7174762116731377,0.6779652836987822,0.001434130905212605,0.009491481797268442,374,153.0,,4.0,9,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000214,0.1097692097003744
uct-test-a11,0.7203444734835627,0.6708466723508308,0.001434130905212605,0.013050787471244107,375,156.0,,5.5,12,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000215,0.29301271254198014
uct-test-a11,0.7232127352939877,0.6637280610028796,0.001434130905212605,0.017796528369878217,376,159.0,,7.5,16,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000216,0.5888798382085838
uct-test-a11,0.7260809971044127,0.6589823201042455,0.001434130905212605,0.017796528369878217,377,161.0,,7.5,16,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000217,0.22429054455989217
uct-test-a11,0.7289492589148376,0.6518637087562942,0.001434130905212605,0.017796528369878217,378,164.0,,7.5,16,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000218,0.1486211476225776
uct-test-a11,0.7318175207252626,0.6423722269590257,0.001434130905212605,0.013050787471243996,379,168.0,,5.5,12,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000219,0.813765317161284
uct-test-a11,0.7346857825356876,0.6328807451617574,0.001434130905212605,0.011864352246585441,380,172.0,,5.0,11,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000220,1.660746137932506
uct-test-a11,0.7375540443461126,0.621016392915172,0.001434130905212605,0.008305046572609887,381,177.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000221,3.390198602831788
uct-test-a11,0.7404223061565376,0.6044062997699522,0.001434130905212605,0.0035593056739756657,382,184.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000222,7.0
uct-test-a11,0.7432905679669626,0.5925419475233668,0.001434130905212605,0.0023728704493171104,383,189.0,,1.0,3,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000223,7.370776678108712
uct-test-a11,0.7461588297773878,0.5759318543781471,0.001434130905212605,0.0023728704493171104,384,196.0,,1.0,3,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000224,7.617371697491137
uct-test-a11,0.7490270915878128,0.5640675021315615,0.001434130905212605,0.007118611347951331,385,201.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000225,4.088987413780842
uct-test-a11,0.7518953533982378,0.5450845385370249,0.001434130905212605,0.010677917021926997,386,209.0,,4.5,10,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000226,2.134826182611164
uct-test-a11,0.7662366624503627,0.3955937002300478,0.001434130905212605,0.004745740898634221,391,272.0,,2.0,5,,visible_pixel_support,True,visible_candidate,line-uct-test-a11-000227,6.199448262041642
uct-test-a11,0.7691049242607877,0.38372934798346237,0.001434130905212605,0.022542269268512438,392,277.0,,9.5,20,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000228,0.023874814417354173
uct-test-a11,0.7719731860712127,0.36000064349029137,0.001434130905212605,0.020169398819195328,393,287.0,,8.5,18,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000229,0.13305909123232595
uct-test-a11,0.7748414478816377,0.3410176798957546,0.001434130905212605,0.014237222695902552,394,295.0,,6.0,13,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000230,0.9221510992740036
uct-test-a11,0.7777097096920627,0.32678045719985205,0.001434130905212605,0.011864352246585441,395,301.0,,5.0,11,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000231,1.9941988540743978
uct-test-a11,0.7805779715024876,0.3101703640546324,0.001434130905212605,0.017796528369878217,396,308.0,,7.5,16,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000232,0.0
uct-test-a11,0.7834462333129126,0.30067888225736394,0.001434130905212605,0.017796528369878217,397,312.0,,7.5,16,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000233,0.179317960950641
uct-test-a11,0.7863144951233376,0.2935602709094127,0.001434130905212605,0.018982963594536773,398,315.0,,8.0,17,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000234,0.549748210972723
uct-test-a11,0.7891827569337626,0.2840687891121443,0.001434130905212605,0.017796528369878217,399,319.0,,7.5,16,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000235,0.15655976676384853
uct-test-a11,0.7920510187441876,0.27457730731487595,0.001434130905212605,0.018982963594536773,400,323.0,,8.0,17,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000236,0.3895220425832804
uct-test-a11,0.7949192805546126,0.2674586959669246,0.001434130905212605,0.016610093145219662,401,326.0,,7.0,15,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000237,0.11913596607473664
uct-test-a11,0.7977875423650376,0.2603400846189734,0.001434130905212605,0.011864352246585552,402,329.0,,5.0,11,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000238,0.06292075271664999
uct-test-a11,0.8006558041754626,0.2555943437203392,0.001434130905212605,0.008305046572609887,403,331.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000239,0.7484848484848499
uct-test-a11,0.8035240659858875,0.25084860282170496,0.001434130905212605,0.005932176123292776,404,333.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000240,1.2844420885237469
uct-test-a11,0.8063923277963125,0.24610286192307074,0.001434130905212605,0.007118611347951331,405,335.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000241,1.5143122183938544
uct-test-a11,0.8092605896067375,0.24372999147375374,0.001434130905212605,0.005932176123292776,406,336.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000242,2.4074564890891565
uct-test-a11,0.8121288514171625,0.24135712102443663,0.001434130905212605,0.004745740898634221,407,337.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000243,2.9332361516035235
uct-test-a11,0.8149971132275875,0.23898425057511952,0.001434130905212605,0.0035593056739756657,408,338.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000244,3.0610124569308255
uct-test-a11,0.8178653750380125,0.2366113801258024,0.001434130905212605,0.004745740898634221,409,339.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000245,2.7601466560649897
uct-test-a11,0.8207336368484375,0.2342385096764853,0.001434130905212605,0.004745740898634221,410,340.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000246,2.0
uct-test-a11,0.8236018986588625,0.2342385096764853,0.001434130905212605,0.0035593056739756657,411,340.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000247,1.8514851485148256
uct-test-a11,0.8264701604692875,0.2342385096764853,0.001434130905212605,0.0035593056739756657,412,340.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000248,1.418670438472418
uct-test-a11,0.8293384222797127,0.2366113801258024,0.001434130905212605,0.004745740898634221,413,339.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000249,1.7206506364922234
uct-test-a11,0.8322066840901376,0.2366113801258024,0.001434130905212605,0.007118611347951331,414,339.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000250,0.7765205091937446
uct-test-a11,0.8350749459005626,0.23898425057511952,0.001434130905212605,0.008305046572609887,415,338.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000251,0.6053748231965983
uct-test-a11,0.8379432077109876,0.24372999147375374,0.001434130905212605,0.008305046572609887,416,336.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000252,1.2263083451202306
uct-test-a11,0.8408114695214126,0.24847573237238785,0.001434130905212605,0.009491481797268442,417,334.0,,4.0,9,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000253,1.6584158415841443
uct-test-a11,0.8436797313318376,0.25084860282170496,0.001434130905212605,0.010677917021926997,418,333.0,,4.5,10,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000254,0.9207920792078994
uct-test-a11,0.8465479931422626,0.2555943437203392,0.001434130905212605,0.010677917021926886,419,331.0,,4.5,10,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000255,1.0325318246109987
uct-test-a11,0.8494162549526876,0.2603400846189734,0.001434130905212605,0.011864352246585552,420,329.0,,5.0,11,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000256,1.0127298444130588
uct-test-a11,0.8522845167631126,0.2650858255176075,0.001434130905212605,0.013050787471244107,421,327.0,,5.5,12,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000257,0.8804809052334122
uct-test-a11,0.8551527785735376,0.27220443686555884,0.001434130905212605,0.011864352246585441,422,324.0,,5.0,11,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000258,1.6548797736916754
uct-test-a11,0.8580210403839625,0.27932304821351017,0.001434130905212605,0.010677917021926997,423,321.0,,4.5,10,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000259,2.3550212164073514
uct-test-a11,0.8608893021943875,0.2864416595614614,0.001434130905212605,0.009491481797268442,424,318.0,,4.0,9,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000260,3.0
uct-test-a11,0.8637575640048125,0.2935602709094127,0.001434130905212605,0.008305046572609887,425,315.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000261,3.166283312502685
uct-test-a11,0.8666258258152375,0.3101703640546324,0.001434130905212605,0.004745740898634221,426,308.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000262,6.48500759207991
uct-test-a11,0.8694940876256625,0.3196618458519007,0.001434130905212605,0.0035593056739756657,427,304.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000263,6.057271480547911
uct-test-a11,0.8723623494360875,0.32915332764916916,0.001434130905212605,0.007118611347951331,428,300.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000264,4.984173619723322
uct-test-a11,0.8752306112465125,0.3386448094464375,0.001434130905212605,0.008305046572609887,429,296.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000265,3.3668126514224355
uct-test-a11,0.8780988730569375,0.35288203214234015,0.001434130905212605,0.008305046572609887,430,290.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000266,3.306287217461943
uct-test-a11,0.8809671348673624,0.3647463843889256,0.001434130905212605,0.011864352246585441,431,285.0,,5.0,11,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000267,1.90369595965808
uct-test-a11,0.8838353966777874,0.38135647753414526,0.001434130905212605,0.009491481797268442,432,278.0,,4.0,9,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000268,2.260137519827367
uct-test-a11,0.8867036584882124,0.3979665706793649,0.001434130905212605,0.0011864352246585552,433,271.0,,0.5,1,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000269,2.476710539786211
uct-test-a11,0.9039132293507623,0.4976271295506829,0.001434130905212605,0.0035593056739756657,439,229.0,,1.5,4,,visible_pixel_support,True,visible_candidate,line-uct-test-a11-000270,6.042471548470445
uct-test-a11,0.9268593238341625,0.6305078747124403,0.001434130905212605,0.0011864352246585552,447,173.0,,0.5,1,,visible_pixel_support,True,visible_candidate,line-uct-test-a11-000271,9.651827847760927
uct-test-a11,0.9297275856445875,0.6399993565097086,0.001434130905212605,0.0023728704493171104,448,169.0,,1.0,3,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000272,7.932195933514038
uct-test-a11,0.9325958474550124,0.64711796785766,0.001434130905212605,0.005932176123292665,449,166.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000273,5.712497154321142
uct-test-a11,0.9354641092654374,0.6566094496549284,0.001434130905212605,0.005932176123292776,450,162.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000274,5.087431547475546
uct-test-a11,0.9383323710758624,0.6661009314521967,0.001434130905212605,0.005932176123292776,451,158.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000275,5.1516991502707015
uct-test-a11,0.9412006328862874,0.673219542800148,0.001434130905212605,0.007118611347951331,452,155.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000276,5.0
uct-test-a11,0.9440688946967124,0.6779652836987822,0.001434130905212605,0.007118611347951331,453,153.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000277,4.313676699692479
uct-test-a11,0.9469371565071374,0.6827110245974164,0.001434130905212605,0.008305046572609776,454,151.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000278,3.710489115227489
uct-test-a11,0.9498054183175624,0.6898296359453677,0.001434130905212605,0.007118611347951331,455,148.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000279,4.189763178174218
uct-test-a11,0.9526736801279874,0.694575376844002,0.001434130905212605,0.008305046572609887,456,146.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000280,3.750824820101542
uct-test-a11,0.9555419419384124,0.6993211177426361,0.001434130905212605,0.008305046572609887,457,144.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000281,3.3929999725785365
uct-test-a11,0.9584102037488373,0.7064397290905873,0.001434130905212605,0.007118611347951331,458,141.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000282,4.115614567174163
uct-test-a11,0.9612784655592623,0.7135583404385386,0.001434130905212605,0.005932176123292776,459,138.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000283,4.917994535457495
uct-test-a11,0.9641467273696873,0.7183040813371728,0.001434130905212605,0.005932176123292665,460,136.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000284,4.799465808997553
uct-test-a11,0.9670149891801123,0.7206769517864899,0.001434130905212605,0.005932176123292665,461,135.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000285,3.759354319363325
uct-test-a11,0.9698832509905373,0.7254226926851242,0.001434130905212605,0.008305046572609887,462,133.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000286,3.796985998123887
uct-test-a11,0.9727515128009623,0.7277955631344413,0.001434130905212605,0.009491481797268442,463,132.0,,4.0,9,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000287,2.911686776848228
uct-test-a11,0.9756197746113873,0.7325413040330755,0.001434130905212605,0.008305046572609998,464,130.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000288,3.102782587105338
uct-test-a11,0.9784880364218123,0.7372870449317096,0.001434130905212605,0.008305046572609887,465,128.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000289,3.369599360464264
uct-test-a11,0.9813562982322372,0.7467785267289779,0.001434130905212605,0.005932176123292776,466,124.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000290,5.711463028494052
uct-test-a11,0.9842245600426622,0.7515242676276122,0.001434130905212605,0.004745740898634221,467,122.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000291,6.127699522763692
uct-test-a11,0.9870928218530872,0.7538971380769293,0.001434130905212605,0.005932176123292665,468,121.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000292,5.617634774842202
uct-test-a11,0.9899610836635122,0.7562700085262464,0.001434130905212605,0.004745740898634221,469,120.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000293,5.180594716298614
uct-test-a11,0.9928293454739374,0.7586428789755635,0.001434130905212605,0.0035593056739756657,470,119.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000294,4.815905278701933
uct-test-a11,0.9956976072843624,0.7610157494248806,0.001434130905212605,0.0035593056739756657,471,118.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000295,4.5228923936212055
uct-test-a11,0.9985658690947874,0.7610157494248806,0.001434130905212605,0.0035593056739756657,472,118.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000296,3.3008819926254063
uct-test-a11,1.0014341309052124,0.7610157494248806,0.001434130905212605,0.0035593056739756657,473,118.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000297,2.1492000072836106
uct-test-a11,1.0043023927156374,0.7610157494248806,0.001434130905212605,0.0035593056739756657,474,118.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000298,1.067172369164794
uct-test-a11,1.0071706545260624,0.7610157494248806,0.001434130905212605,0.0035593056739756657,475,118.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000299,0.05412500983800328
uct-test-a11,1.0100389163364873,0.7633886198741977,0.001434130905212605,0.0035593056739757767,476,117.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000300,0.10938386087225638
uct-test-a11,1.0129071781469123,0.7657614903235148,0.001434130905212605,0.005932176123292887,477,116.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000301,0.23227485383654312
uct-test-a11,1.0157754399573373,0.7681343607728319,0.001434130905212605,0.005932176123292887,478,115.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000302,0.4221239202999527
uct-test-a11,1.0186437017677623,0.7705072312221489,0.001434130905212605,0.005932176123292776,479,114.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000303,0.6782569918314039
uct-test-a11,1.0215119635781873,0.7752529721207831,0.001434130905212605,0.005932176123292776,480,112.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000304,2.0
uct-test-a11,1.0243802253886123,0.7752529721207831,0.001434130905212605,0.004745740898634221,481,112.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000305,1.359831656892112
uct-test-a11,1.0272484871990373,0.7776258425701001,0.001434130905212605,0.0035593056739757767,482,111.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000306,1.730720502619974
uct-test-a11,1.0301167490094623,0.7776258425701001,0.001434130905212605,0.0035593056739757767,483,111.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000307,1.1127272107911637
uct-test-a11,1.0329850108198873,0.7776258425701001,0.001434130905212605,0.0035593056739757767,484,111.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000308,0.5059124550133589
uct-test-a11,1.0358532726303122,0.7776258425701001,0.001434130905212605,0.0035593056739757767,485,111.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000309,0.08966309110580539
uct-test-a11,1.0387215344407372,0.7752529721207831,0.001434130905212605,0.004745740898634221,486,112.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000310,1.67393875395868
uct-test-a11,1.0415897962511622,0.7752529721207831,0.001434130905212605,0.0035593056739756657,487,112.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000311,2.246853859937559
uct-test-a11,1.0444580580615872,0.7776258425701001,0.001434130905212605,0.005932176123292887,488,111.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000312,1.8083477354349213
uct-test-a11,1.0473263198720122,0.7776258425701001,0.001434130905212605,0.004745740898634221,489,111.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000313,2.358359706843004
uct-test-a11,1.0501945816824372,0.7799987130194173,0.001434130905212605,0.007118611347951331,490,110.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000314,1.8968291005542284
uct-test-a11,1.0530628434928622,0.7823715834687344,0.001434130905212605,0.007118611347951331,491,109.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000315,1.4236952429609318
uct-test-a11,1.0559311053032872,0.7847444539180515,0.001434130905212605,0.007118611347951331,492,108.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000316,0.9388974604554505
uct-test-a11,1.0587993671137121,0.7871173243673686,0.001434130905212605,0.005932176123292776,493,107.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000317,0.44237507943013554
uct-test-a11,1.0616676289241371,0.7894901948166857,0.001434130905212605,0.005932176123292776,494,106.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000318,0.06593257372261974
uct-test-a11,1.0645358907345621,0.7918630652660028,0.001434130905212605,0.0035593056739756657,495,105.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000319,0.5860861726104929
uct-test-a11,1.067404152544987,0.7942359357153199,0.001434130905212605,0.0035593056739756657,496,104.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000320,1.1181463908411473
uct-test-a11,1.070272414355412,0.7942359357153199,0.001434130905212605,0.0035593056739756657,497,104.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000321,0.6621739020221895
uct-test-a11,1.0731406761658373,0.7942359357153199,0.001434130905212605,0.0035593056739756657,498,104.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000322,0.21822937976126866
uct-test-a11,1.0760089379762623,0.7942359357153199,0.001434130905212605,0.0035593056739756657,499,104.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000323,0.21362650233393765
uct-test-a11,1.0788771997866873,0.796608806164637,0.001434130905212605,0.0035593056739756657,500,103.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000324,0.3666669293442055
uct-test-a11,1.0817454615971123,0.796608806164637,0.001434130905212605,0.0035593056739756657,501,103.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000325,0.04082965159668106
uct-test-a11,1.0846137234075373,0.7989816766139541,0.001434130905212605,0.004745740898634221,502,102.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000326,0.5639444284510944
uct-test-a11,1.0874819852179622,0.7989816766139541,0.001434130905212605,0.0035593056739756657,503,102.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000327,0.18104984309513839
uct-test-a11,1.0903502470283872,0.796608806164637,0.001434130905212605,0.004745740898634221,504,103.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000328,1.1894527340568999
uct-test-a11,1.0932185088388122,0.796608806164637,0.001434130905212605,0.0035593056739756657,505,103.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000329,1.5475026293973428
uct-test-a11,1.0960867706492372,0.796608806164637,0.001434130905212605,0.004745740898634221,506,103.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000330,1.8930391693185697
uct-test-a11,1.0989550324596622,0.7942359357153199,0.001434130905212605,0.0035593056739756657,507,104.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000331,3.2260016802129314
uct-test-a11,1.1018232942700872,0.7942359357153199,0.001434130905212605,0.0035593056739756657,508,104.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000332,3.5463294884727787
uct-test-a11,1.1046915560805122,0.796608806164637,0.001434130905212605,0.004745740898634221,509,103.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000333,2.8539619204904625
uct-test-a11,1.1075598178909372,0.796608806164637,0.001434130905212605,0.0035593056739756657,510,103.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000334,3.1488383026583335
uct-test-a11,1.1104280797013621,0.7989816766139541,0.001434130905212605,0.004745740898634221,511,102.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000335,2.430897961368757
uct-test-a11,1.1132963415117871,0.8013545470632712,0.001434130905212605,0.004745740898634221,512,101.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000336,1.7000802230140835
uct-test-a11,1.1161646033222121,0.8013545470632712,0.001434130905212605,0.004745740898634221,513,101.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000337,1.956324413986664
uct-test-a11,1.1190328651326371,0.8037274175125882,0.001434130905212605,0.0035593056739756657,514,100.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000338,1.199569860678821
uct-test-a11,1.121901126943062,0.8061002879619054,0.001434130905212605,0.0035593056739756657,515,99.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000339,0.42975588948297627
uct-test-a11,1.124769388753487,0.8061002879619054,0.001434130905212605,0.0035593056739756657,516,99.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000340,0.6468218267914381
uct-test-a11,1.127637650563912,0.8037274175125882,0.001434130905212605,0.0035593056739756657,517,100.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000341,1.850706998996543
uct-test-a11,1.130505912374337,0.8037274175125882,0.001434130905212605,0.004745740898634221,518,100.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000342,2.0413507324906988
uct-test-a11,1.133374174184762,0.8013545470632712,0.001434130905212605,0.004745740898634221,519,101.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000343,3.2186923536662135
uct-test-a11,1.136242435995187,0.8013545470632712,0.001434130905212605,0.004745740898634221,520,101.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000344,3.3826711889154666
uct-test-a11,1.139110697805612,0.8013545470632712,0.001434130905212605,0.004745740898634221,521,101.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000345,3.5332265646307945
