series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_height,support_pixels,guide_residual_px,evidence_status,segment_break,status,candidate_id,support_x_min,support_x_max,group_assignment_cost,competing_series,line_semantics
test-0deg,0.047130434782608664,124.45611836027116,8.695652173913715e-05,1.2686219286225935,398,105.0,4.5,7,0.7111250000000098,visible_pixel_support,False,visible_candidate,line-test-0deg-000119,,,,,
test-0deg,0.047304347826086925,124.45611836027116,8.695652173913715e-05,1.2686219286225935,399,105.0,4.5,6,0.9110000000000014,visible_pixel_support,False,visible_candidate,line-test-0deg-000120,,,,,
test-0deg,0.047478260869565185,124.17420237613281,8.695652173913715e-05,1.2686219286225935,400,106.0,4.5,10,0.109375,visible_pixel_support,False,visible_candidate,line-test-0deg-000121,,,,,
test-0deg,0.047652173913043445,124.17420237613281,8.695652173913715e-05,1.409579920691769,401,106.0,5.0,11,0.30400000000000205,visible_pixel_support,False,visible_candidate,line-test-0deg-000122,,,,,
test-0deg,0.047826086956521706,124.17420237613281,8.695652173913715e-05,1.5505379127609444,402,106.0,5.5,12,0.49262499999998965,visible_pixel_support,False,visible_candidate,line-test-0deg-000123,,,,,
test-0deg,0.047999999999999966,124.17420237613281,8.695652173913715e-05,1.5505379127609444,403,106.0,5.5,12,0.6730000000000018,visible_pixel_support,False,visible_candidate,line-test-0deg-000124,,,,,
test-0deg,0.04817391304347823,123.89228639199446,8.695652173913715e-05,1.69149590483012,404,107.0,6.0,11,0.15712499999999352,visible_pixel_support,False,visible_candidate,line-test-0deg-000125,,,,,
test-0deg,0.04834782608695649,123.89228639199446,8.695652173913715e-05,1.9734118889684709,405,107.0,7.0,12,0.0,visible_pixel_support,False,visible_candidate,line-test-0deg-000126,,,,,
mfh-0deg,0.0015652173913043438,9.434396831822937,8.695652173913021e-05,0.42287397620754064,136,513.0,1.5,4,6.224634896426778,visible_pixel_support,True,visible_candidate,line-mfh-0deg-000001,,,,,
mfh-0deg,0.0017391304347826042,10.562060768376341,8.695652173913021e-05,0.5638319682767019,137,509.0,2.0,5,6.244927589502311,visible_pixel_support,False,visible_candidate,line-mfh-0deg-000002,,,,,
mfh-0deg,0.0019130434782608646,11.971640689068124,8.695652173913021e-05,0.7047899603458916,138,504.0,2.5,6,5.288816295405866,visible_pixel_support,False,visible_candidate,line-mfh-0deg-000003,,,,,
mfh-0deg,0.002086956521739125,12.817388641483177,8.695652173913021e-05,0.42287397620754064,139,501.0,1.5,4,6.365149518948044,visible_pixel_support,False,visible_candidate,line-mfh-0deg-000004,,,,,
mfh-0deg,0.0022608695652173855,13.099304625621528,8.695652173913021e-05,0.14095799206918969,140,500.0,0.5,1,9.482775764939277,visible_pixel_support,False,visible_candidate,line-mfh-0deg-000005,,,,,
mfh-0deg,0.028869565217391285,121.63695851888764,8.695652173913021e-05,0.14095799206918969,293,115.0,0.5,1,7.6016826712632195,visible_pixel_support,True,visible_candidate,line-mfh-0deg-000006,,,,,
mfh-0deg,0.029043478260869546,122.20079048716434,8.695652173913021e-05,0.28191598413835095,294,113.0,1.0,3,6.229798904775336,visible_pixel_support,False,visible_candidate,line-mfh-0deg-000007,,,,,
mfh-0deg,0.029217391304347806,122.20079048716434,8.695652173913021e-05,0.14095799206918969,295,113.0,0.5,2,6.856759237340654,visible_pixel_support,False,visible_candidate,line-mfh-0deg-000008,,,,,
mfh-0deg,0.029391304347826067,122.48270647130269,8.695652173913021e-05,0.14095799206917548,296,112.0,0.5,2,6.483300172217298,visible_pixel_support,False,visible_candidate,line-mfh-0deg-000009,,,,,
